address	city	state	latitude	longitude
660 S Grand Ave	Sun Prairie	WI	43.16953	-89.26641
125 Lincoln Ave SE	Saint Cloud	MN	45.56623	-94.14454
	Vernon Hills	IL	42.24035	-87.94494
5001 Junipero Serra Blvd 	Daly City	CA	37.67355	-122.46466
12300 Seal Beach Blvd	Seal Beach	CA	33.78290	-118.07041
address	city	state	latitude	longitude
3000 Countryside Dr	Turlock	CA	37.52078	-120.87888
2220 Bridgepointe Pkwy	San Mateo	CA	37.55904	-122.28382
298 W McKinley Ave	Sunnyvale	CA	37.37394	-122.03262
2625 Peachtree Pkwy	Suwanee	GA	34.09660	-84.17306
4301 Century Blvd	Pittsburg	CA	38.00698	-121.84358
3702 Ranch Road 620 S	Austin	TX	30.31813	-97.95430
6200 State Route 30	Greensburg	PA	40.30370	-79.59590
3857 State Route 31	Liverpool	NY	43.18780	-76.24640
1188 W Boughton Rd	Bolingbrook	IL	41.70321	-88.12410
1919 Fulton Ave	Sacramento	CA	38.60040	-121.40200
570 Route 70	Brick	NJ	40.05627	-74.15698
430 Blue Ravine Rd	Folsom	CA	38.67017	-121.15289
20100 Haggerty Rd	Livonia	MI	42.43390	-83.43347
5201 N Belt Hwy	Saint Joseph	MO	39.81431	-94.81491
24500 Alicia Pkwy	Mission Viejo	CA	33.60776	-117.68907
34800 United Ave	Pueblo	CO	38.27636	-104.49996
2325 Marketplace Dr	Rochester	NY	43.07628	-77.63042
2233 Upton Dr	Virginia Beach	VA	36.75491	-76.00758
16964 Slover Ave	Fontana	CA	34.06310	-117.43400
4155 S Grand Canyon Dr	Las Vegas	NV	36.11392	-115.30693
72549 Highway 111	Palm Desert	CA	33.72500	-116.40000
7150 US Highway 19 N	Pinellas Park	FL	27.83780	-82.68580
5700 Beckley Rd	Battle Creek	MI	42.26097	-85.18447
455 Carnegie Blvd	Malvern	PA	40.04648	-75.53650
4205 S Grand Canyon Dr	Las Vegas	NV	36.11311	-115.30647
1400 Fitzgerald Dr	Pinole	CA	37.98780	-122.30900
78935 Highway 111	La Quinta	CA	33.70860	-116.28972
4020 Milan Rd	Sandusky	OH	41.42026	-82.67616
7100 S Cicero Ave	Chicago	IL	41.76433	-87.74191
487 Cross Keys Rd	Sicklerville	NJ	39.74744	-75.03389
9833 N Alpine Rd	Machesney Park	IL	42.36849	-89.02901
1885 W 1st St	Springfield	OH	39.94163	-83.84029
4400 Centerplace Dr	Greeley	CO	40.39486	-104.75146
660 N Edwards Blvd	Lake Geneva	WI	42.59794	-88.41647
401 SE Wyoming Blvd	Casper	WY	42.84740	-106.26400
2070 Sam Rittenberg Blvd	Charleston	SC	32.79213	-80.03104
9905 Southern Blvd	Royal Palm Beach	FL	26.68031	-80.20206
4101 Towne Center Dr	Louisville	KY	38.29685	-85.55478
2056 Skibo Rd	Fayetteville	NC	35.05475	-78.97290
7000 York Ave S	Minneapolis	MN	44.87636	-93.32134
4055 S 700 E	Salt Lake City	UT	40.68378	-111.87138
2460 W George St	Chicago	IL	41.93397	-87.68943
67 Pleasant Valley St	Methuen	MA	42.74010	-71.16020
747 Grand Ave	Diamond Bar	CA	34.00513	-117.82049
6480 Sky Pointe Dr	Las Vegas	NV	36.28030	-115.26700
2800 Naglee Rd	Tracy	CA	37.75750	-121.45900
121 Louis Henna Blvd	Round Rock	TX	30.47931	-97.66859
10 Crooked Run Plz	Front Royal	VA	38.96376	-78.19295
9220 NE Barry Rd	Kansas City	MO	39.24505	-94.46499
11160 Veirs Mill Rd	Silver Spring	MD	39.03670	-77.05631
428 Balltown Rd	Schenectady	NY	42.77290	-73.89344
13700 San Pedro Ave	San Antonio	TX	29.56623	-98.48134
10711 E 71st St	Tulsa	OK	36.06090	-95.85826
140 N 12th Ave	Hanford	CA	36.32370	-119.67500
30251 Antelope Rd	Menifee	CA	33.68081	-117.16918
6331 Roosevelt Blvd	Jacksonville	FL	30.23449	-81.69765
1900 Springsteen Rd	Rock Hill	SC	34.93943	-80.97992
2024 N Rock Rd	Derby	KS	37.56841	-97.24232
1515 US Highway 22	Watchung	NJ	40.63941	-74.41934
3650 River Point Pkwy	Sheridan	CO	39.64693	-105.02526
2769 Papermill Rd	Reading	PA	40.35700	-75.98100
300 Clydesdale Trl	Hamel	MN	45.04430	-93.52760
3433 Sepulveda Blvd	Torrance	CA	33.82513	-118.34575
3424 College Ave	San Diego	CA	32.74081	-117.05224
1950 E County Line Rd	Highlands Ranch	CO	39.56613	-104.96539
7000 Mannheim Rd	Rosemont	IL	42.00734	-87.88505
2425 Broadway St	Galveston	TX	29.29948	-94.79334
2102 N Prospect Ave	Champaign	IL	40.14141	-88.25790
2437 Taylor Park Dr	Reynoldsburg	OH	39.93529	-82.79270
15321 Palmdale Rd	Victorville	CA	34.50610	-117.32900
4000 Bel Aire Plz	Napa	CA	38.32210	-122.30750
9009 SW Hall Blvd	Tigard	OR	45.45468	-122.77846
1652 Beecher Rd	Yorkville	IL	41.66329	-88.46666
6101 N Keystone Ave	Indianapolis	IN	39.86500	-86.12216
716 N US Highway 441	Lady Lake	FL	28.93556	-81.93912
32858 Fm 2978 Rd	Magnolia	TX	30.21726	-95.56587
762 Arlington Rdg	Akron	OH	40.98380	-81.49580
2021 Market Dr	Stillwater	MN	45.03730	-92.84070
301 Strander Blvd	Tukwila	WA	47.45588	-122.25646
4 Henry St	Commack	NY	40.80849	-73.29417
100 Quality Dr	Hooksett	NH	43.04701	-71.45998
2772 Tittabawassee Rd	Saginaw	MI	43.48001	-83.97072
42625 Jackson St	Indio	CA	33.73941	-116.21795
300 S Randall Rd	Elgin	IL	42.02517	-88.33898
1851 E State Route 69	Prescott	AZ	34.54880	-112.43200
725 W 32nd St	Yuma	AZ	32.66923	-114.62766
8100 E Broad St	Reynoldsburg	OH	39.98578	-82.78635
1900 S Koeller St	Oshkosh	WI	43.99800	-88.58210
11200 Reisterstown Rd	Owings Mills	MD	39.43466	-76.79885
2750 Gateway St	Springfield	OR	44.07219	-123.04245
20908 Frederick Rd	Germantown	MD	39.19920	-77.24890
170 Cochrane Plz	Morgan Hill	CA	37.14613	-121.66297
6814 Charlotte Pike	Nashville	TN	36.13397	-86.89000
15700 Shawnee Mission Pkwy	Shawnee	KS	39.00881	-94.76836
55 US Highway 9	Manalapan	NJ	40.29101	-74.29699
560 Contra Costa Blvd	Pleasant Hill	CA	37.98139	-122.06707
1825 E Primrose St	Springfield	MO	37.15110	-93.26230
110 W Meadows Dr	Glenwood Springs	CO	39.55780	-107.35200
3065 Atlanta Hwy	Athens	GA	33.94416	-83.43880
30 Bellis Fair Pkwy	Bellingham	WA	48.78426	-122.48778
120 Matthew Dr	Uniontown	PA	39.90698	-79.75500
22735 Rockside Rd	Bedford	OH	41.40852	-81.52627
3770 N Goldenrod Rd	Winter Park	FL	28.59532	-81.28677
3730 Belt Line Rd	Addison	TX	32.95308	-96.85433
175 W Center St	Orem	UT	40.29699	-111.69975
675 Troy Schenectady Rd	Latham	NY	42.75770	-73.76970
3155 Silver Creek Rd	San Jose	CA	37.30930	-121.81300
4053 Factoria Square Mall SE	Bellevue	WA	47.57463	-122.16957
371 Putnam Pike	Smithfield	RI	41.87025	-71.52292
5020 S Hulen St	Fort Worth	TX	32.67409	-97.39929
119 Crossing Way	Augusta	ME	44.31370	-69.80595
13100 Columbia Pike	Silver Spring	MD	39.06921	-76.95859
1200 Baltimore Pike	Springfield	PA	39.91357	-75.34952
20900 Westgate	Cleveland	OH	41.46045	-81.85247
585 Alfred St	Biddeford	ME	43.47524	-70.51395
35700 Van Dyke Ave	Sterling Heights	MI	42.55570	-83.02890
4001 Route 42	Turnersville	NJ	39.73839	-75.04191
4390 Montgomery Rd	Ellicott City	MD	39.25116	-76.81413
2300 College Way	Fergus Falls	MN	46.28963	-96.11289
7200 Dodge St	Omaha	NE	41.25960	-96.02387
15160 N Meridian St	Carmel	IN	40.01898	-86.13104
5001 Madison Ave	Sacramento	CA	38.66184	-121.34920
625 Piney Forest Rd	Danville	VA	36.60957	-79.40688
16600 Highlands Center Blvd	Bristol	VA	36.63700	-82.10950
1002 Dixieland Rd	Harlingen	TX	26.18165	-97.72095
6150 Glenway Ave	Cincinnati	OH	39.14459	-84.61953
12000 Retail Dr	Wake Forest	NC	35.96781	-78.54265
6525 W Diversey Ave	Chicago	IL	41.93088	-87.78876
4024 College Point Blvd	Flushing	NY	40.75740	-73.83404
6600 Springfield Mall	Springfield	VA	38.77480	-77.17560
10143 Indianapolis Blvd	Highland	IN	41.52945	-87.47116
10801 Westheimer Rd	Houston	TX	29.73556	-95.56790
4433 S Pulaski Rd	Chicago	IL	41.81276	-87.72380
3030 Harbor Blvd	Costa Mesa	CA	33.68215	-117.91908
4890 Marsh Rd	Okemos	MI	42.72599	-84.41507
2309 Euclid Ave	Des Moines	IA	41.62778	-93.65006
355 W Mound Rd	Decatur	IL	39.89117	-88.95947
555 Highway 34 E	Newnan	GA	33.41010	-84.74510
8420 N Madison Ave	Kansas City	MO	39.24761	-94.59490
2140 E Baseline Rd	Phoenix	AZ	33.37786	-112.03556
5620 Johnston St	Lafayette	LA	30.17628	-92.07598
1061 Cochrane Rd	Morgan Hill	CA	37.15490	-121.65200
1 Hawes Way	Stoughton	MA	42.15442	-71.07271
2400 Romig Rd	Akron	OH	41.04944	-81.58070
153 Sierra Dr	Altoona	PA	40.57147	-78.34465
2000 10th Ave S	Great Falls	MT	47.49350	-111.27200
21855 Towne Center Dr	Watertown	NY	43.97354	-75.95934
199 Plain St	Lowell	MA	42.62456	-71.31752
1301 Coolidge Hwy	Troy	MI	42.54471	-83.18620
2925 Harrison Ave NW	Olympia	WA	47.04709	-122.93787
2800 N Sutton Rd	Hoffman Estates	IL	42.07383	-88.18958
9429 Katy Fwy	Houston	TX	29.78379	-95.52510
9800 SE Washington St	Portland	OR	45.51612	-122.56249
5101 N Broadway St	Knoxville	TN	36.03306	-83.93057
2425 Claribel Rd	Riverbank	CA	37.71312	-120.95509
731 Sutters Creek Blvd	Rocky Mount	NC	35.97173	-77.81154
423 Donald Lynch Blvd	Marlborough	MA	42.35813	-71.60657
6835 Katella Ave	Cypress	CA	33.80296	-118.01389
4375 N Chouteau Trfy	Kansas City	MO	39.17340	-94.53584
1201 Wp Ball Blvd	Sanford	FL	28.79930	-81.33370
1951 W Jefferson Ave	Naperville	IL	41.77026	-88.20487
15341 Montanus Dr	Culpeper	VA	38.48100	-77.96370
5700 Bou Ave	Rockville	MD	39.05619	-77.11908
543 River Rd	Edgewater	NJ	40.81360	-73.98464
2060 S Independence Blvd	Virginia Beach	VA	36.79280	-76.11080
14750 Miller Ave	Fontana	CA	34.11416	-117.48466
2401 Kossow Rd	Waukesha	WI	43.01014	-88.23155
4241 Lavista Rd	Tucker	GA	33.84668	-84.24529
2017 E US Highway 14	Janesville	WI	42.72230	-88.99720
2640 Enterprise Dr	Opelika	AL	32.61807	-85.40816
2950 Chapel Hill Rd	Douglasville	GA	33.72539	-84.73541
10401 Martin Luther King Jr Hwy	Bowie	MD	38.95585	-76.82533
1405 W Pacheco Blvd	Los Banos	CA	37.05354	-120.87569
851 W 78th St	Chanhassen	MN	44.86221	-93.54475
2800 SW Barton St	Seattle	WA	47.52110	-122.36900
1400 S Havana St	Aurora	CO	39.69144	-104.86595
334 Chicago Dr	Jenison	MI	42.90367	-85.78904
1020 Koontz Ln	Carson City	NV	39.13383	-119.75749
1020 N Quincy Ave	Ottumwa	IA	41.01280	-92.43760
134 Harbison Blvd	Columbia	SC	34.06756	-81.16705
2575 Enterprise Rd	Orange City	FL	28.91574	-81.29409
12500 K Plz	Omaha	NE	41.21288	-96.10866
6000 Sawmill Rd	Dublin	OH	40.08980	-83.09177
500 N Point Pkwy	Alpharetta	GA	34.08431	-84.25811
4100 Blue Diamond Rd	Las Vegas	NV	36.03800	-115.19574
111 Pioneer Trl	Chaska	MN	44.82839	-93.60175
115 Fortune Dr	Irvine	CA	33.65036	-117.74438
2610 Bishop Dr	San Ramon	CA	37.76291	-121.96226
1280 E Gibson Rd	Woodland	CA	38.66279	-121.76476
2100 Texas Ave S	College Station	TX	30.61170	-96.31425
230 Oser Ave	Hauppauge	NY	40.81669	-73.25445
721 Southpark Blvd	Colonial Heights	VA	37.24840	-77.38844
2315 Richmond Rd	Texarkana	TX	33.45508	-94.08548
4199 Campus Dr	Irvine	CA	33.64927	-117.83973
3505 Atlanta Hwy	Athens	GA	33.93923	-83.45414
2427 E Expressway 83	Mission	TX	26.19790	-98.28400
205 Soscol Ave	Napa	CA	38.28240	-122.27701
12471 Limonite Ave	Mira Loma	CA	33.97527	-117.55542
4343 Gannon Ln	Dallas	TX	32.65660	-96.89010
1851 Vernaci Dr	Washington	MO	38.53471	-90.98165
315 Lowes Blvd	State College	PA	40.81060	-77.91180
4200 E Main St	Ventura	CA	34.26282	-119.23619
3931 S Gilbert Rd	Gilbert	AZ	33.27849	-111.78966
2700 Timber Dr	Garner	NC	35.71589	-78.63974
1750 Walden Ave	Cheektowaga	NY	42.90893	-78.77220
8500 Main St	Houston	TX	29.69110	-95.41730
9725 Laurel Canyon Blvd	Arleta	CA	34.24431	-118.41739
4800 3rd Ave	Kearney	NE	40.72125	-99.08429
4500 MacDonald Ave	Richmond	CA	37.93208	-122.32732
1200 E 2nd St	Edmond	OK	35.65275	-97.46436
904 Admiral Callaghan Ln	Vallejo	CA	38.13136	-122.22452
5300 US Highway 10 E	Stevens Point	WI	44.52357	-89.52299
8400 89th Ave N	Minneapolis	MN	45.11608	-93.38924
8800 Whittier Blvd	Pico Rivera	CA	34.00170	-118.08500
495 Haggerty Hwy	Commerce Township	MI	42.53370	-83.43810
148 John Hunn Brown Rd	Dover	DE	39.16070	-75.51035
3790 Center St NE	Salem	OR	44.93958	-122.98607
2661 Freeport Rd	Pittsburgh	PA	40.53664	-79.83882
5420 University Pkwy	Winston Salem	NC	36.16875	-80.27714
3160 Northlake Blvd	Palm Beach Gardens	FL	26.80815	-80.08536
315 W Canfield Ave	Coeur D Alene	ID	47.73322	-116.79069
2626 E Stone Dr	Kingsport	TN	36.55104	-82.49088
120 Hawley Ln	Trumbull	CT	41.23259	-73.15032
820 Oviedo Marketplace Blvd	Oviedo	FL	28.65972	-81.23675
800 W Arbrook Blvd	Arlington	TX	32.68324	-97.11890
9000 SE Sunnyside Rd	Clackamas	OR	45.43328	-122.57110
4900 E Main St	Farmington	NM	36.76710	-108.14846
360 Waterfront Dr E	Homestead	PA	40.41211	-79.91099
1450 S Yuma Palms Pkwy	Yuma	AZ	32.70060	-114.60200
3064 Columbia Ave	Franklin	TN	35.89179	-86.87711
3227 SE Military Dr	San Antonio	TX	29.35310	-98.43340
450 N Capitol Ave	San Jose	CA	37.37340	-121.84600
4220 5th Street Hwy	Temple	PA	40.39730	-75.92875
749 Apollo Dr	Circle Pines	MN	45.18300	-93.10544
4135 Wilder Rd	Bay City	MI	43.62375	-83.89317
1090 Hansel Ave	Florence	KY	39.01657	-84.63155
7601 Kingery Hwy	Willowbrook	IL	41.74910	-87.94400
4004 Route 130	Delran	NJ	40.01263	-74.96041
3801 Coldwater Rd	Fort Wayne	IN	41.11136	-85.13509
694 Fairview Rd	Simpsonville	SC	34.70593	-82.25993
7989 US Highway 64	Memphis	TN	35.20445	-89.79688
12621 W Interstate 10	San Antonio	TX	29.55961	-98.58938
11826 NE Glisan St	Portland	OR	45.52629	-122.54069
3450 4th St SW	Mason City	IA	43.14835	-93.25442
1154 S Clark St	Chicago	IL	41.86929	-87.63051
2155 S Sheridan Blvd	Denver	CO	39.67704	-105.05323
2929 Watson Blvd	Warner Robins	GA	32.61670	-83.68590
2325 S Stemmons Fwy	Lewisville	TX	33.00777	-96.97458
200 Prospect St	Waltham	MA	42.36949	-71.24537
2295 SE Tualatin Valley Hwy	Hillsboro	OR	45.50730	-122.95700
8350 S Dixie Hwy	Miami	FL	25.69291	-80.30554
735 W Stadium Blvd	Jefferson City	MO	38.57950	-92.21360
15005 SW 88th St	Miami	FL	25.68476	-80.43798
2380 Sterling Ave	San Bernardino	CA	34.13688	-117.24366
2735 Beene Blvd	Bossier City	LA	32.55992	-93.70858
8989 S Howell Ave	Oak Creek	WI	42.88174	-87.91485
11000 Stockdale Hwy	Bakersfield	CA	35.34918	-119.12523
815 W Antelope Dr	Layton	UT	41.08918	-111.98135
16806 N 7th St	Phoenix	AZ	33.63924	-112.06551
6800 Highway 6 S	Houston	TX	29.70246	-95.64212
3804 Metro Dr	Council Bluffs	IA	41.22570	-95.86420
66 S Dobson Rd	Mesa	AZ	33.41173	-111.87458
4599 Perkiomen Ave	Reading	PA	40.30933	-75.85932
1818 E Baseline Rd	Tempe	AZ	33.37844	-111.90815
1970 Hilliard Rome Rd	Hilliard	OH	39.99063	-83.15010
755 NW Gilman Blvd	Issaquah	WA	47.54342	-122.04773
1941 S Military Trl	West Palm Beach	FL	26.64977	-80.11246
400 Corwin Nixon Blvd	South Lebanon	OH	39.37858	-84.22024
1 N Galleria Dr	Middletown	NY	41.45350	-74.36482
197 S New Hope Rd	Gastonia	NC	35.26390	-81.15203
1630 Cheyenne Blvd	Colorado Springs	CO	38.79267	-104.79951
621 W Edgar Rd	Linden	NJ	40.62100	-74.24809
131 W Reynolds Rd	Lexington	KY	37.99230	-84.52450
17751 Colima Rd	City Of Industry	CA	33.99034	-117.92144
514 Shallowford Rd NW	Gainesville	GA	34.29133	-83.84578
2747 Gulf To Bay Blvd	Clearwater	FL	27.96061	-82.72460
2707 Schofield Ave	Schofield	WI	44.90714	-89.58935
3700 Bradfordville Rd	Tallahassee	FL	30.56310	-84.21400
3055 Columbia Blvd	Titusville	FL	28.55350	-80.84170
9052 Central Ave	Montclair	CA	34.08875	-117.68968
2222 N McQueen Rd	Chandler	AZ	33.33792	-111.82428
5618 Lakewood Towne Center Blvd SW	Lakewood	WA	47.16390	-122.51100
857 Baltimore Pike	Springfield	PA	39.91596	-75.33587
6820 Eastman Ave	Midland	MI	43.65830	-84.24120
8399 N University Dr	Tamarac	FL	26.22840	-80.25286
7809 NE Vancouver Plaza Dr	Vancouver	WA	45.64846	-122.59306
1112 Woodruff Rd	Greenville	SC	34.83136	-82.30669
625 3rd Ave Ext	Rensselaer	NY	42.64424	-73.70131
1212 Bridford Pkwy	Greensboro	NC	36.05882	-79.90334
8005 Calumet Ave	Munster	IN	41.56830	-87.50880
665 Sleater Kinney Rd SE	Lacey	WA	47.04190	-122.83375
2255 14th Ave SE	Albany	OR	44.62883	-123.08240
4500 Veterans Memorial Blvd	Metairie	LA	30.00367	-90.18339
11450 San Pablo Ave	El Cerrito	CA	37.92303	-122.31717
1300 E 86th St	Indianapolis	IN	39.91258	-86.14035
4930 State Highway 30	Amsterdam	NY	42.84454	-74.20061
4734 E Ray Rd	Phoenix	AZ	33.31990	-111.98259
6734 W Greenfield Ave	Milwaukee	WI	43.01673	-87.99622
335 Washington Rd	Washington	PA	40.18664	-80.22218
4920 Transit Rd	Depew	NY	42.87862	-78.69698
1076 Jackson Xing	Jackson	MI	42.26690	-84.42856
2002 Golf Mill Ctr	Niles	IL	42.05029	-87.84042
3049 N US Highway 441	Lake City	FL	30.23221	-82.63856
6128 Broadway St	Galveston	TX	29.28886	-94.83900
6000 Sepulveda Blvd	Culver City	CA	33.98579	-118.39494
8101 Cosumnes River Blvd	Sacramento	CA	38.45719	-121.41421
9805 McKnight Rd	Pittsburgh	PA	40.58573	-80.03675
746 NW Loop 410	San Antonio	TX	29.52015	-98.50388
223 E Betteravia Rd	Santa Maria	CA	34.92188	-120.43279
8007 W Florissant Ave	Saint Louis	MO	38.73082	-90.27490
1529 E 17th Ave	Hutchinson	KS	38.07110	-97.89880
3030 Grove Ave	Lorain	OH	41.44331	-82.12015
1230 S Longmore	Mesa	AZ	33.39240	-111.86500
5601 Belleville Crossing St	Belleville	IL	38.52147	-90.02764
7575 W Maple St	Wichita	KS	37.67984	-97.43103
5425 S Padre Island Dr	Corpus Christi	TX	27.70865	-97.37269
3301 Highway 10 E	Moorhead	MN	46.87578	-96.72943
100 Parsonage Rd	Edison	NJ	40.55132	-74.33582
5330 S 56th St	Lincoln	NE	40.75656	-96.64418
9371 Coors Blvd NW	Albuquerque	NM	35.18533	-106.66361
43525 10th St W	Lancaster	CA	34.67368	-118.14909
1980 Santa Rosa Ave	Santa Rosa	CA	38.41946	-122.71352
27100 Wixom Rd	Novi	MI	42.48842	-83.53521
505 E Prater Way	Sparks	NV	39.54180	-119.73577
605 N Stephanie St	Henderson	NV	36.06464	-115.04774
700 Exterior St	Bronx	NY	40.81795	-73.93075
4225 Crestview Dr SE	Rio Rancho	NM	35.25175	-106.65246
16300 N Market Place Blvd	Nampa	ID	43.60880	-116.59000
3410 Dr M L King Jr Blvd	New Bern	NC	35.09974	-77.09619
1751 Madison Ave	Council Bluffs	IA	41.24306	-95.82660
749 Highway 42	Osage Beach	MO	38.12796	-92.65899
2499 Whipple Rd	Hayward	CA	37.60728	-122.06485
300 Hollywood Mall	Hollywood	FL	26.01260	-80.17302
2315 Colorado Blvd	Denton	TX	33.19072	-97.10311
3100 Baldwin Park Blvd	Baldwin Park	CA	34.06958	-117.97972
5455 Clyde Park Ave SW	Wyoming	MI	42.86489	-85.68412
1701 S University Blvd	Middletown	OH	39.49720	-84.39720
3171 Lebanon Pike	Nashville	TN	36.18430	-86.63769
1245 N Military Hwy	Norfolk	VA	36.86634	-76.21091
12975 Shelbyville Rd	Louisville	KY	38.24655	-85.51456
548 E Devon Ave	Elk Grove Village	IL	41.99286	-87.98083
9235 US Highway 72	Germantown	TN	35.06650	-89.75594
608 US Highway 41	Schererville	IN	41.51166	-87.47125
11501 W 97th St	Overland Park	KS	38.95126	-94.72041
7145 Main St	Clifton	VA	38.78052	-77.38691
1001 13th St S	Virginia	MN	47.51217	-92.54841
10576 Foothill Blvd	Rancho Cucamonga	CA	34.10857	-117.57289
822 Flying Cloud Dr	Chaska	MN	44.81213	-93.54379
4805 Lake Brook Dr	Glen Allen	VA	37.66931	-77.57383
412 N Main St	Euless	TX	32.84231	-97.08265
214 Viking Plaza Rd	Cedar Falls	IA	42.48228	-92.44385
18 Northgate Park	Chattanooga	TN	35.13368	-85.24139
202 Highway 332	Lake Jackson	TX	29.04839	-95.46679
12735 E L Ave	Galesburg	MI	42.27560	-85.39217
4155 W Lake Mary Blvd	Lake Mary	FL	28.75600	-81.34890
1040 Timber Dr E	Garner	NC	35.68760	-78.57970
156 Brickyard Rd	Middleburg	FL	30.10871	-81.77020
15240 N Dale Mabry Hwy	Tampa	FL	28.08870	-82.50365
Glendale Galleria	Glendale	CA	34.14376	-118.25973
1102 Springwater St	Wenatchee	WA	47.43686	-120.32765
1250 N Port Washington Rd	Grafton	WI	43.32010	-87.92510
3702 Ranch Rd	Austin	TX	30.19860	-97.82732
6275 University Dr NW	Huntsville	AL	34.74500	-86.68140
125 N Wales Rd	North Wales	PA	40.23126	-75.25931
5801 W 44th Ave	Denver	CO	39.77794	-105.05956
3410 Martin Dr	New Bern	NC	35.10348	-77.09818
1401 S Johnson Ferry Rd NE	Atlanta	GA	33.90508	-84.34964
300 E Kingsbridge Rd	Bronx	NY	40.86500	-73.89393
3300 Western Pkwy	Waldorf	MD	38.61990	-76.92399
1153 Butte House Rd	Yuba City	CA	39.14646	-121.63276
1101 Ira E Woods Ave	Grapevine	TX	32.93190	-97.08655
740 Ernest W Barrett Pkwy NW	Kennesaw	GA	34.00760	-84.57170
2250 York Rd	York	PA	39.89419	-76.70725
360 E Waterfront Dr	Mars	PA	40.68170	-80.04150
50 Rudy Rd	Newburgh	NY	41.50407	-74.22556
4700 Green Rd	Raleigh	NC	35.84741	-78.58660
7400 Bustleton Ave	Philadelphia	PA	40.04990	-75.05824
1701 18th Ave NW	Austin	MN	43.68472	-92.99711
6700 Peach St	Erie	PA	42.05865	-80.09176
201 Parkchester Rd	Harrisburg	PA	40.26070	-76.88430
24 College Point Blvd	Flushing	NY	40.76113	-73.83524
400 N 1st St	Minneapolis	MN	44.98854	-93.27353
1415 Eglin St	Rapid City	SD	44.09870	-103.18746
33860 S Gratiot Ave	Clinton Twp	MI	42.54590	-82.90450
2450 Shoppers Ln	Philadelphia	PA	40.07510	-75.15610
300 Bay Fair Mall	San Leandro	CA	37.69860	-122.12700
2690 US Highway 22 E	Union	NJ	40.68849	-74.30750
1500 Greentree Blvd	Clarksville	IN	38.31862	-85.76393
3333 W Airport Fwy	Irving	TX	32.83832	-96.99146
2828 Paa St	Honolulu	HI	21.34580	-157.89645
715 Blue River Rd	Breckenridge	CO	39.43667	-106.03822
1901 George Dieter Dr	El Paso	TX	31.76941	-106.30359
300 Primera Blvd	Lake Mary	FL	28.76281	-81.35396
3000 E Highland Dr	Jonesboro	AR	35.82123	-90.66772
411 Cedar St	Saint Paul	MN	44.94989	-93.09692
3944 Grand Ave	Chino	CA	34.00146	-117.71830
2501 Lakeview Pkwy	Rowlett	TX	32.90799	-96.57985
3101 Donnell Dr	District Heights	MD	38.84814	-76.88541
2755 Canyon Springs Pkwy	Riverside	CA	33.94062	-117.28175
255 Marina Bay Dr	Kemah	TX	29.54069	-95.02243
3570 Harden Blvd	Lakeland	FL	27.99858	-81.97529
11990 Business Park Blvd N	Champlin	MN	45.17382	-93.39008
9666 Fremont Pike	Perrysburg	OH	41.54105	-83.58104
13706 N Highway 183	Austin	TX	30.45739	-97.79291
1205 S Washington St N	Attleboro	MA	41.93210	-71.30000
910 Jacks Valley Rd	Carson City	NV	39.10044	-119.77952
2415 Tarpon Bay Blvd	Naples	FL	26.27080	-81.73771
2141 S 314th St	Federal Way	WA	47.32021	-122.30618
2100 Killingly Cmns	Dayville	CT	41.84098	-71.79425
4817 W Park Blvd	Plano	TX	33.02715	-96.79114
5001 N Big Hollow Rd	Peoria	IL	40.74767	-89.63261
20255 W 154th St	Olathe	KS	38.84910	-94.82140
3900 Highway 52 N	Rochester	MN	44.06192	-92.49810
301 S Veterans Pkwy	Normal	IL	40.50508	-88.95348
8448 Center Run Dr	Indianapolis	IN	39.90500	-86.05780
4223 Washington Rd	Evans	GA	33.52670	-82.11840
5225 Elmore Ave	Davenport	IA	41.57469	-90.52851
20001 Center Ridge Rd	Cleveland	OH	41.46469	-81.84266
2255 S El Camino Real	Oceanside	CA	33.18414	-117.32959
4701 FM RR 1960	Houston	TX	29.87180	-95.51460
1135 S Gilbert Rd	Mesa	AZ	33.39479	-111.78830
312 Connor Dr	Charlottesville	VA	38.12969	-78.44144
1598 Flatbush Ave	Brooklyn	NY	40.63200	-73.94184
7101 Tonnelle Ave	North Bergen	NJ	40.80251	-74.02121
25 Brentwood Promenade Ct	Saint Louis	MO	38.62818	-90.34154
4001 Phoenix Ave	Fort Smith	AR	35.33885	-94.38743
3245 Sports Arena Blvd	San Diego	CA	32.75280	-117.20800
3599 W Hillsboro Blvd	Deerfield Beach	FL	26.31796	-80.15255
8600 Springbrook Dr NW	Coon Rapids	MN	45.12671	-93.26706
7178 Hanover Pkwy	Greenbelt	MD	38.98611	-76.87630
7409 W Virginia Ave	Phoenix	AZ	33.47571	-112.21747
2674 Caribbean Dr	Grand Junction	CO	39.12530	-108.55588
125 Boston Post Rd	Orange	CT	41.27477	-72.99198
320 S Duff Ave	Ames	IA	42.01942	-93.61030
18255 Blanco Rd	San Antonio	TX	29.61035	-98.50835
1824 E Ridge Pike	Royersford	PA	40.21270	-75.49970
2939 W Addison St	Chicago	IL	41.94654	-87.70137
5868 E 71st St	Indianapolis	IN	39.88339	-86.06797
1188 W Broad St	Mansfield	TX	32.55695	-97.16180
380 Consumer Sq	Mays Landing	NJ	39.45189	-74.63229
1265 Sgt Jon Stiles Dr	Littleton	CO	39.55327	-105.00805
4247 S Mooney Blvd	Visalia	CA	36.29210	-119.31700
